"","Season","TeamID","wins","avg_score","avg_fgm","avg_fga","avg_fgm3","avg_fga3","avg_ftm","avg_fta","avg_or","avg_dr","avg_ast","avg_to","avg_stl","avg_blk","avg_pf","avg_or_perc","avg_dr_perc","avg_tr_perc","avg_ts_perc","avg_eff_fg_perc","avg_ftr"
"1",2003,1102,12,57.25,19.1428571428571,39.7857142857143,7.82142857142857,20.8214285714286,11.1428571428571,17.1071428571429,4.17857142857143,16.8214285714286,13,11.4285714285714,5.96428571428571,1.78571428571429,18.75,0.300305326693468,0.4512834828775,0.410022229851599,0.598476014802025,0.584407430130652,0.291789563958593
"2",2003,1103,13,78.7777777777778,27.1481481481481,55.8518518518519,5.44444444444444,16.0740740740741,19.037037037037,25.8518518518519,9.77777777777778,19.9259259259259,15.2222222222222,12.6296296296296,7.25925925925926,2.33333333333333,19.8518518518519,0.453640410443816,0.474124968437624,0.468021511998359,0.578084171407159,0.536564157624871,0.345420656087911
"3",2003,1104,17,69.2857142857143,24.0357142857143,57.1785714285714,6.35714285714286,19.8571428571429,14.8571428571429,20.9285714285714,13.5714285714286,23.9285714285714,12.1071428571429,13.2857142857143,6.60714285714286,3.78571428571429,18.0357142857143,0.554617498538798,0.510829039115503,0.526490368786234,0.516008578177438,0.475784670774215,0.267357373657723
"4",2003,1105,7,71.7692307692308,24.3846153846154,61.6153846153846,7.57692307692308,20.7692307692308,15.4230769230769,21.8461538461538,13.5,23.1153846153846,14.5384615384615,18.6538461538462,9.30769230769231,2.07692307692308,20.2307692307692,0.508612489539441,0.465445554394506,0.47923623622288,0.498929053352389,0.457983236642301,0.261830247958612
"5",2003,1106,13,63.6071428571429,23.4285714285714,55.2857142857143,6.10714285714286,17.6428571428571,10.6428571428571,16.4642857142857,12.2857142857143,23.8571428571429,11.6785714285714,17.0357142857143,8.35714285714286,3.14285714285714,18.1785714285714,0.513930889910581,0.515146998583552,0.514004583960604,0.504722071363052,0.481696976490444,0.20113100858887
"6",2003,1107,7,65.9285714285714,24.0357142857143,57.4642857142857,7.92857142857143,22.1785714285714,9.92857142857143,13.5357142857143,8.25,20.25,11.9285714285714,12.5714285714286,6.85714285714286,2.03571428571429,15.8928571428571,0.378615177508547,0.424459701967477,0.412008378553251,0.516005143508627,0.489001775176964,0.168974902743063
"7",2003,1108,14,69.0909090909091,24.9393939393939,58.7272727272727,5.21212121212121,16.3333333333333,14,20.9393939393939,13.1212121212121,23.2121212121212,13.8484848484848,18.4545454545455,8.18181818181818,3.51515151515152,19.6666666666667,0.509766089100783,0.494498735339247,0.499578110131912,0.50556697911057,0.473478214246222,0.249065863035343
"8",2003,1110,16,66.3666666666667,23.1666666666667,53.5333333333333,8.76666666666667,23.1333333333333,11.2666666666667,16.5333333333333,10,23.1333333333333,14.2333333333333,13.1666666666667,6.4,1.73333333333333,18.1333333333333,0.492814824782824,0.501449639104998,0.492704336779126,0.543175752789601,0.517146481279525,0.216674715661989
"9",2003,1111,16,83.2692307692308,28.6153846153846,64.5,7.19230769230769,21.9615384615385,18.8461538461538,26.1923076923077,13,25.3076923076923,15.2307692307692,16.1923076923077,9.84615384615385,4.61538461538461,18.6923076923077,0.497948464813234,0.482886169415941,0.486806941819396,0.544060027720189,0.503528303685029,0.305715620502131
"10",2003,1112,25,85.2142857142857,30.3214285714286,65.7142857142857,7.03571428571429,20.0714285714286,17.5357142857143,25,15.1785714285714,27.6428571428571,17.6428571428571,14.7857142857143,8.46428571428571,4.21428571428571,17.75,0.540761303166947,0.543085539939653,0.541450643503882,0.550943883068662,0.517631531835781,0.275700982150061
"11",2003,1113,18,75.9655172413793,27.2068965517241,56.8965517241379,4,12.5862068965517,17.551724137931,26.2068965517241,13.6896551724138,23.3103448275862,15.551724137931,14,5.20689655172414,4.24137931034483,19.4137931034483,0.556291192215516,0.53379925551839,0.539098318017303,0.549934779785775,0.51733415285536,0.315504998680617
"12",2003,1114,16,70.0357142857143,23.8571428571429,53.2142857142857,6.78571428571429,18.2857142857143,15.5357142857143,22.4285714285714,10.5357142857143,22.8571428571429,11.5,15.9642857142857,6.60714285714286,2.35714285714286,20.5,0.468974066373868,0.5031769412575,0.49233565201551,0.549889535923663,0.516104406976469,0.30955837378152
"13",2003,1115,4,54.5,19.25,54.2857142857143,4.75,16.8571428571429,11.25,17.6071428571429,9.96428571428571,21.0357142857143,10.1785714285714,19.1071428571429,7.96428571428571,2.75,20.25,0.393688576231491,0.428384257247993,0.41901521589113,0.432061557788913,0.396217720879484,0.198272740173604
"14",2003,1116,9,61.6428571428571,21.8214285714286,55.5714285714286,6.07142857142857,19.5714285714286,11.9285714285714,19.5714285714286,14.5357142857143,23.4285714285714,9.82142857142857,16.6785714285714,6.46428571428571,3.53571428571429,20.9285714285714,0.578687633782318,0.512009426042712,0.534586850113081,0.478806648350792,0.452330841515065,0.225167002747248
"15",2003,1117,11,71.1153846153846,23.6923076923077,54.6923076923077,7.92307692307692,21.3461538461538,15.8076923076923,21.4230769230769,10.9615384615385,20.3846153846154,11.9230769230769,13.2692307692308,7.15384615384615,1.65384615384615,21.4230769230769,0.490908555592787,0.46592551271713,0.471526071605147,0.549090232808153,0.507468386642307,0.314399347701848
"16",2003,1119,3,53.68,19.6,47.6,5.88,16.52,8.6,12.72,7.92,21.56,11.72,17.36,5.56,1.6,19.32,0.415523815709574,0.498891866199012,0.475562262363573,0.502443612203172,0.475835955535611,0.176689013124084
"17",2003,1120,19,70.1,25.7,54.7,5.63333333333333,16.3333333333333,13.0666666666667,19.7333333333333,11.9333333333333,22.5666666666667,13.4,15.9,8.03333333333333,4.96666666666667,16.3666666666667,0.495304329226745,0.522957188750484,0.510004556546075,0.546281864915522,0.521095959891837,0.241613355182986
"18",2003,1122,20,69.7037037037037,23.5555555555556,52.0740740740741,6,17.1851851851852,16.5925925925926,24,10.6296296296296,24.2222222222222,13.4074074074074,15.2222222222222,7.03703703703704,4.66666666666667,18.6666666666667,0.475794708262614,0.521338920707029,0.506617144510083,0.550974075243863,0.513720777715663,0.334184011965633
"19",2003,1123,13,73.3,25.9333333333333,60.4666666666667,5.36666666666667,16.6666666666667,16.0666666666667,22.1333333333333,13.1666666666667,21.7333333333333,10.5,12.8333333333333,5.2,2.2,22.8666666666667,0.553880261777948,0.46406091829805,0.492623998662446,0.515298825594568,0.472274133756375,0.294107966890437
"20",2003,1124,14,69,23.6071428571429,58,9.07142857142857,26.5357142857143,12.7142857142857,17.5357142857143,11.7142857142857,23.1785714285714,14.2142857142857,13.2857142857143,8.32142857142857,2.96428571428571,15.75,0.495311775552415,0.474252494007808,0.481464649923312,0.5228673719236,0.488984192267091,0.217877004719737
"21",2003,1125,16,72.4642857142857,25.5,54.75,8.17857142857143,22.25,13.2857142857143,18.9285714285714,10.5357142857143,23.6428571428571,16.8928571428571,16.9285714285714,9.07142857142857,1.71428571428571,18.3571428571429,0.483716493451977,0.519154674884085,0.508731876270799,0.575010141332241,0.548470136785839,0.255350056317471
"22",2003,1126,8,64.7,23.1,55.9,5.7,15.9333333333333,12.8,18.4666666666667,12.3,20.4333333333333,10.9666666666667,15.8666666666667,8.26666666666667,1.8,19.4333333333333,0.493096879198989,0.466588208781669,0.479224180172111,0.502690068008652,0.467559470854389,0.238350362780532
"23",2003,1127,14,66.5555555555556,24.037037037037,57.1851851851852,7.66666666666667,21.9259259259259,10.8148148148148,16,11.7037037037037,24.2222222222222,12.7037037037037,15.0740740740741,6.44444444444444,6.48148148148148,18.2592592592593,0.479598202394795,0.498808593954687,0.492329481262861,0.513811937418861,0.488207096052332,0.19669196202898
"24",2003,1128,17,67.8461538461538,22.0384615384615,49.7692307692308,7.69230769230769,21.6538461538462,16.0769230769231,22.2307692307692,10.6538461538462,21.4615384615385,13.3846153846154,15.6538461538462,7.88461538461539,3.96153846153846,18.0769230769231,0.488654814942498,0.508311374433007,0.502355327993455,0.561441247499271,0.519837960709,0.337379814591715
"25",2003,1129,12,65.8928571428571,23.0714285714286,56.1785714285714,5.17857142857143,17.3928571428571,14.5714285714286,20.8928571428571,11.1785714285714,21.9285714285714,11.6428571428571,14.3928571428571,6.64285714285714,3.82142857142857,19.5,0.513404367418159,0.470698041112959,0.482187671044097,0.499785190150222,0.459003097923597,0.274823879476845
"26",2003,1130,18,79.6551724137931,27.9655172413793,59.6551724137931,6,17.4137931034483,17.7241379310345,25.6551724137931,13.7931034482759,22.0689655172414,17,13.3448275862069,7,2.89655172413793,18.9655172413793,0.491318932090262,0.502642475976403,0.496892396661126,0.556585321915843,0.520547948566676,0.311820779450318
"27",2003,1131,20,68.1,23.6333333333333,54.9,6.56666666666667,19.3333333333333,14.2666666666667,19.2,11,24.4,13.5666666666667,13.3666666666667,5.7,3.46666666666667,20.1666666666667,0.510802378437052,0.515590096877066,0.514783043825667,0.533262247659973,0.492218264913201,0.274814820215884
"28",2003,1132,11,66.4814814814815,21.2222222222222,48.3703703703704,6.25925925925926,17.1111111111111,17.7777777777778,24.1111111111111,8.66666666666667,22.1111111111111,12.7407407407407,16.6666666666667,7.14814814814815,2.51851851851852,22.1851851851852,0.434064553627154,0.500789216236076,0.477944514642237,0.558392968021833,0.507624247206547,0.368624432349582
"29",2003,1133,11,72.3103448275862,24.7241379310345,56.6551724137931,6.37931034482759,17.7586206896552,16.4827586206897,23.4137931034483,11,23.2413793103448,12.551724137931,14.1724137931034,7.44827586206897,1.68965517241379,20.3448275862069,0.528232409277888,0.482148627246299,0.496332119297724,0.533537308051087,0.494141515348016,0.293294082055351
"30",2003,1135,17,73.9642857142857,24.3928571428571,52.8571428571429,6.57142857142857,17.75,18.6071428571429,25,9.53571428571429,23.3571428571429,14.5714285714286,15.6785714285714,7.64285714285714,3.67857142857143,17.6071428571429,0.446302072801529,0.507772337163218,0.492227941167976,0.571865745820125,0.525764990488538,0.35473214467509
"31",2003,1137,13,57.6785714285714,19,47,5.82142857142857,17.2142857142857,13.8571428571429,21.75,9.71428571428571,22.0357142857143,11.6785714285714,15.8214285714286,5.78571428571429,2.14285714285714,17.7857142857143,0.531337320046409,0.496253393079646,0.507283186600424,0.507704893974634,0.47146264370424,0.295282532815351
"32",2003,1138,5,64.8214285714286,23.2857142857143,57.9285714285714,5.39285714285714,18.4642857142857,12.8571428571429,19.1428571428571,13.5714285714286,22.6428571428571,12.6428571428571,14.5,6.42857142857143,2.07142857142857,22.7142857142857,0.545210085035982,0.479504992149271,0.499564969038282,0.485910296800938,0.450950863752422,0.243900934387578
"33",2003,1139,24,68.5862068965517,24.0689655172414,50.6551724137931,8.48275862068965,21.8620689655172,11.9655172413793,16.551724137931,7.82758620689655,20.3793103448276,12.9655172413793,10.4137931034483,6.3448275862069,1.86206896551724,16.0689655172414,0.435800344870453,0.501258936924138,0.480671790796549,0.588560602536402,0.562136622653896,0.239829025570634
